skin_L,skin_a,skin_b,normal_pct,oily_pct,dry_pct,contrast_level,primary_group,sub_group,shade_L_min,shade_L_max,shade_a_min,shade_a_max,shade_b_min,shade_b_max
68.61747691471794,21.88714165479232,9.691636493294572,57.11,16.98,25.91,medium,Nude,Warm Nude,54,70,11,25,15,29
32.50181002775511,12.436735691328389,26.337635887525806,58.41,36.74,4.85,medium,Red,True Red,30,46,41,55,13,27
79.27519460568186,5.299970007542734,25.52517625450988,55.39,16.22,28.39,high,Nude,Taupe Nude,53,77,2,22,0,20
32.41212077126248,7.376358325361439,26.40057350004609,31.56,26.01,42.43,medium,Coral,Deep Coral,32,48,25,39,21,35
63.40029087433364,8.009909961451712,11.247316004472385,15.52,39.41,45.07,medium,Mauve,Dusty Rose,50,66,13,27,1,15
45.676941280876505,15.4046097820618,22.218063449924312,64.52,25.81,9.67,low,Red,Blue Red,40,50,41,49,6,14
79.2916761072723,20.36842142234484,19.088910815836662,46.26,36.08,17.66,high,Nude,Taupe Nude,53,77,2,22,0,20
76.30751109233967,7.857005746016772,13.316994020242566,21.68,46.3,32.02,high,Nude,Peachy Nude,58,82,4,24,10,30
81.45415719421239,24.007595029641863,26.771200705188864,38.8,41.99,19.21,high,Nude,Taupe Nude,53,77,2,22,0,20
53.1634635594578,5.563826808944443,34.59308592792027,57.81,28.16,14.03,high,Red,Blue Red,33,57,35,55,0,20
56.95943048669331,23.88532978226868,20.97368757596138,36.32,30.96,32.72,low,Coral,True Coral,47,57,26,34,22,30
73.4122240554031,5.687537167034504,18.13367633587137,33.27,31.6,35.13,high,Pink,Soft Pink,56,80,15,35,-5,15
60.694988591846815,22.58408675170765,14.632052499317991,41.45,12.51,46.04,low,Mauve,Dusty Rose,53,63,16,24,4,12
60.50382295790117,14.065235450517193,29.40299195608029,43.54,40.19,16.27,medium,Mauve,Dusty Rose,50,66,13,27,1,15
83.36710137690264,20.900230738569405,10.90116492098052,43.4,4.45,52.15,high,Pink,Soft Pink,56,80,15,35,-5,15
61.21254973212776,15.36157532477631,14.531133362988651,61.56,17.74,20.7,low,Nude,Warm Nude,57,67,14,22,18,26
30.7841865490314,10.473327698429154,11.17254968573408,27.16,37.9,34.94,low,Red,True Red,33,43,44,52,16,24
62.8558448997826,5.487819862201935,17.354670751124015,46.85,32.23,20.92,medium,Mauve,Dusty Rose,50,66,13,27,1,15
54.79119161777812,22.02413828097537,28.88377439353821,82.83,5.56,11.61,medium,Coral,True Coral,44,60,23,37,19,33
39.62601595947837,14.701893199590804,28.500897686798787,69.59,20.33,10.08,medium,Berry,Deep Berry,24,40,31,45,-12,2
56.43688028611036,8.61150690254667,18.59732602298049,54.14,25.52,20.34,medium,Coral,True Coral,44,60,23,37,19,33
69.29769085007278,24.776810826073262,19.61935637404941,39.3,40.66,20.04,medium,Mauve,Cool Mauve,47,63,15,29,-5,9
74.1021177306247,7.113006908978614,33.017805346896296,61.37,22.98,15.65,high,Pink,Soft Pink,56,80,15,35,-5,15
61.45661927306914,21.63394087351547,22.59885886941258,31.81,39.12,29.07,medium,Nude,Warm Nude,54,70,11,25,15,29
66.03262508403843,20.921370507938747,18.393885511214044,50.1,16.5,33.4,medium,Mauve,Dusty Rose,50,66,13,27,1,15
31.793913689074525,14.832317502336648,11.748333661534073,41.03,7.31,51.66,low,Coral,Deep Coral,35,45,28,36,24,32
77.64603265005906,13.882260103508129,34.289687640955364,56.08,16.39,27.53,high,Nude,Taupe Nude,53,77,2,22,0,20
74.0079767139032,24.135996309685723,22.555552923872234,42.66,28.51,28.83,high,Nude,Peachy Nude,58,82,4,24,10,30
33.7133965541983,16.906065318549782,13.953615112762472,37.38,8.46,54.16,low,Berry,Deep Berry,27,37,34,42,-9,-1
47.24876141023161,14.484284333149276,10.83311481729072,54.15,29.59,16.26,low,Coral,True Coral,47,57,26,34,22,30
52.25242938651251,8.735450564622587,32.687191951995054,37.49,48.7,13.81,medium,Red,Blue Red,37,53,38,52,3,17
68.05409657086622,14.507181353617373,17.850088600312134,9.6,60.98,29.42,medium,Mauve,Dusty Rose,50,66,13,27,1,15
70.22897259469045,14.91434020156551,9.802256880970436,16.46,58.82,24.72,medium,Nude,Taupe Nude,57,73,5,19,3,17
73.62267058156903,9.932072699560493,26.999894049984377,66.7,16.05,17.25,high,Nude,Peachy Nude,58,82,4,24,10,30
40.58191245425229,24.97785224066581,30.34393241139927,13.68,20.62,65.7,medium,Berry,Deep Berry,24,40,31,45,-12,2
56.04666353437084,12.014236309034205,31.51616634114431,51.29,30.84,17.87,medium,Coral,True Coral,44,60,23,37,19,33
30.780356325441705,18.280244561352045,11.057243027996384,54.34,19.52,26.14,low,Red,True Red,33,43,44,52,16,24
64.7637782048914,11.538632326761585,20.15947643044614,36.31,8.25,55.44,medium,Nude,Warm Nude,54,70,11,25,15,29
47.05227946378442,5.650523589825038,20.51433918261545,33.02,10.07,56.91,low,Coral,True Coral,47,57,26,34,22,30
77.44632127243717,19.2790526501318,18.03654979286327,25.82,25.91,48.27,high,Nude,Peachy Nude,58,82,4,24,10,30
59.76943611119415,9.422952202213867,30.242647247854524,46.41,11.54,42.05,medium,Mauve,Dusty Rose,50,66,13,27,1,15
62.73209375620797,13.269315334203204,11.8297987356586,34.08,56.1,9.82,medium,Mauve,Dusty Rose,50,66,13,27,1,15
59.43126006447692,5.6164923739874055,25.33966019907283,40.89,41.77,17.34,medium,Mauve,Dusty Rose,50,66,13,27,1,15
35.64388993995633,14.314511553349952,28.630580837629743,62.3,10.66,27.04,medium,Red,True Red,30,46,41,55,13,27
59.01550522153522,20.34376577862254,27.28034716757555,52.45,18.91,28.64,medium,Coral,True Coral,44,60,23,37,19,33
67.33453246644252,15.74987507346469,19.357016395728124,9.57,55.27,35.16,medium,Mauve,Dusty Rose,50,66,13,27,1,15
34.07023547660844,6.569127626845319,13.75003236074059,83.1,1.52,15.38,medium,Coral,Deep Coral,32,48,25,39,21,35
74.34591975607322,10.896344766935336,11.958424109720085,20.57,33.19,46.24,high,Pink,Soft Pink,56,80,15,35,-5,15
73.50980648260683,12.355719755123058,29.78072503175796,36.11,42.17,21.72,high,Nude,Peachy Nude,58,82,4,24,10,30
61.225571380362375,6.363732395309254,16.174928463343115,12.98,52.74,34.28,medium,Mauve,Cool Mauve,47,63,15,29,-5,9
35.11599526575388,7.859833641056717,30.06094591563056,55.29,19.36,25.35,medium,Coral,Deep Coral,32,48,25,39,21,35
33.13959113751313,6.272028727555947,29.839180553906264,32.8,23.71,43.49,medium,Red,True Red,30,46,41,55,13,27
40.68268832021304,24.24345096949084,17.419443196660872,27.17,13.31,59.52,low,Coral,Deep Coral,35,45,28,36,24,32
70.34417378727147,21.0997799936154,33.33423009810903,15.4,33.53,51.07,high,Nude,Warm Nude,50,74,8,28,12,32
66.96669574106303,15.195141338017429,14.506898965889786,40.94,12.8,46.26,medium,Mauve,Dusty Rose,50,66,13,27,1,15
70.77636658739985,14.520362587375333,32.29550033355636,42.63,38.09,19.28,high,Nude,Warm Nude,50,74,8,28,12,32
68.34173464857113,7.561914927324,10.847789898829026,30.56,35.68,33.76,medium,Nude,Warm Nude,54,70,11,25,15,29
81.91021675398945,21.874575854205148,14.974111586444993,27.06,31.29,41.65,high,Pink,Soft Pink,56,80,15,35,-5,15
66.9406430040769,9.8138542366501,29.407069313913663,29.72,40.05,30.23,high,Nude,Warm Nude,50,74,8,28,12,32
53.49606960445346,18.090224285622703,31.510343159106,65.16,28.67,6.17,medium,Coral,True Coral,44,60,23,37,19,33
61.02777683362184,10.959544709916877,32.279720793808465,72.29,14.12,13.59,high,Mauve,Cool Mauve,43,67,12,32,-8,12
48.52939603305525,16.66260438199167,26.0689138079714,51.34,12.6,36.06,low,Berry,True Berry,37,47,31,39,-7,1
58.166345630954325,8.285736865448186,21.224218435682506,45.24,22.01,32.75,medium,Mauve,Cool Mauve,47,63,15,29,-5,9
58.01541310632162,9.124054318035578,13.772632687893786,34.7,36.45,28.85,low,Mauve,Dusty Rose,53,63,16,24,4,12
39.42309895639566,23.49317219164493,10.420610243363331,54.7,29.48,15.82,low,Red,True Red,33,43,44,52,16,24
66.57265074444751,11.718923067578675,23.80025920560705,55.55,21.18,23.27,medium,Mauve,Dusty Rose,50,66,13,27,1,15
40.08203321108818,12.784033574683262,15.66194945656556,73.54,1.75,24.71,low,Coral,Deep Coral,35,45,28,36,24,32
82.42795389372263,6.913802321160024,20.86875232038459,30.6,37.33,32.07,high,Nude,Taupe Nude,53,77,2,22,0,20
55.65217700256441,23.679748370252344,31.52600699318763,19.65,17.52,62.83,medium,Red,Blue Red,37,53,38,52,3,17
68.33941306682954,6.297071889659367,21.84167833491643,30.41,25.05,44.54,high,Nude,Warm Nude,50,74,8,28,12,32
50.37124272370036,23.34536133155361,10.16285461845926,52.8,13.34,33.86,low,Berry,True Berry,37,47,31,39,-7,1
80.27321781238429,12.156281682270976,19.574954566633707,56.07,27.34,16.59,high,Nude,Peachy Nude,58,82,4,24,10,30
49.10716569101328,16.735358156891824,24.80883369775407,48.66,19.68,31.66,low,Red,Blue Red,40,50,41,49,6,14
44.2332830588,6.87963879681738,22.99665605127094,30.25,15.55,54.2,low,Coral,Deep Coral,35,45,28,36,24,32
57.145953484177376,5.3248688641890745,23.06258924282197,64.75,24.76,10.49,medium,Berry,True Berry,34,50,28,42,-10,4
65.8304611102359,20.7380677251059,19.30741961500236,49.91,22.65,27.44,medium,Nude,Warm Nude,54,70,11,25,15,29
76.72727842003951,13.67447405662842,27.7718453204938,33.19,41.97,24.84,high,Nude,Taupe Nude,53,77,2,22,0,20
70.16005190509244,10.612711597530316,14.788614109061513,29.98,45.01,25.01,high,Nude,Taupe Nude,53,77,2,22,0,20
52.50921280647749,7.056851843149534,12.78314512701089,45.02,2.35,52.63,low,Berry,True Berry,37,47,31,39,-7,1
78.81693107599558,15.826707654025345,23.29397949733892,32.34,42.24,25.42,high,Nude,Taupe Nude,53,77,2,22,0,20
65.79254584283947,20.663228618473944,22.27372830771044,30.86,54.97,14.17,medium,Mauve,Cool Mauve,47,63,15,29,-5,9
31.899556882775617,23.415416992721507,22.128728731106747,44.49,31.63,23.88,low,Red,True Red,33,43,44,52,16,24
69.44957969885287,5.6194120684502025,21.676849997530773,34.34,15.66,50.0,high,Mauve,Dusty Rose,46,70,10,30,-2,18
39.01672517614813,16.4012234017873,33.64459765888195,12.74,47.99,39.27,medium,Coral,Deep Coral,32,48,25,39,21,35
73.48833929485677,16.717295769070383,18.74158888855824,44.6,39.82,15.58,high,Nude,Peachy Nude,58,82,4,24,10,30
46.28024502117966,9.409724181403508,17.340244798767998,9.04,21.09,69.87,low,Coral,True Coral,47,57,26,34,22,30
44.27236065265181,6.767698939690375,29.40005995664664,60.99,7.34,31.67,medium,Berry,Deep Berry,24,40,31,45,-12,2
46.515579969224056,9.59987507926481,33.39360672774387,60.9,17.62,21.48,medium,Berry,True Berry,34,50,28,42,-10,4
83.82186604324795,13.489856653530705,24.462121279492514,38.91,46.84,14.25,high,Nude,Taupe Nude,53,77,2,22,0,20
62.71746157848495,12.032997446838108,33.416028605246346,34.01,46.16,19.83,high,Mauve,Cool Mauve,43,67,12,32,-8,12
57.71209801552316,13.218658099255164,20.06059548710596,74.17,16.92,8.91,low,Red,Blue Red,40,50,41,49,6,14
42.64717297544618,14.826608638242618,23.20543848825678,32.24,52.6,15.16,low,Red,True Red,33,43,44,52,16,24
51.21936185590536,8.530560640110165,19.48832003009804,19.05,9.32,71.63,low,Coral,True Coral,47,57,26,34,22,30
79.50359852754916,11.325402994586137,19.788583123756684,74.84,9.18,15.98,high,Nude,Peachy Nude,58,82,4,24,10,30
35.454444035689406,20.012295032817168,15.269567235633286,55.71,33.72,10.57,low,Coral,Deep Coral,35,45,28,36,24,32
70.1576983681248,12.701161114379234,10.704184932682708,55.32,23.21,21.47,medium,Pink,Soft Pink,60,76,18,32,-2,12
61.67698539221244,10.82722145675489,24.21574631865268,14.69,38.95,46.36,medium,Mauve,Cool Mauve,47,63,15,29,-5,9
50.95930935840551,24.42116490330736,9.069708284405642,30.3,10.89,58.81,low,Coral,True Coral,47,57,26,34,22,30
48.87595463159522,7.949078348522698,18.08300396092676,23.58,46.69,29.73,low,Red,Blue Red,40,50,41,49,6,14
66.89965382341146,14.106574996172045,23.95354192030498,70.6,7.94,21.46,medium,Mauve,Dusty Rose,50,66,13,27,1,15
38.31148920593739,17.451507956655632,33.20328784174601,41.07,12.24,46.69,medium,Red,True Red,30,46,41,55,13,27
82.89781735502683,19.666558174337247,31.074671505099555,13.36,45.64,41.0,high,Nude,Taupe Nude,53,77,2,22,0,20
78.6481748492671,5.668471448710076,27.374157331510464,52.37,17.3,30.33,high,Pink,Soft Pink,56,80,15,35,-5,15
61.64531646874799,10.643741493864002,11.103190920608304,47.8,13.46,38.74,medium,Nude,Warm Nude,54,70,11,25,15,29
68.76394347237293,8.840321694800735,10.878837711288142,62.59,6.38,31.03,medium,Mauve,Cool Mauve,47,63,15,29,-5,9
50.599639744196296,22.774961597379544,34.22766753912427,43.27,29.24,27.49,medium,Coral,True Coral,44,60,23,37,19,33
61.05171296116606,19.914675654624645,10.7172119201354,55.39,11.33,33.28,low,Nude,Warm Nude,57,67,14,22,18,26
69.23165872369609,17.204502989552825,23.73578454725422,22.1,27.41,50.49,high,Nude,Warm Nude,50,74,8,28,12,32
61.74627683882955,5.862002178966481,11.185257057957662,65.21,4.1,30.69,medium,Mauve,Cool Mauve,47,63,15,29,-5,9
52.08100417664999,20.164769514081826,19.3864650255833,50.93,4.86,44.21,low,Coral,True Coral,47,57,26,34,22,30
46.12706672603713,5.622681657690228,8.155483833449283,32.14,34.57,33.29,low,Coral,True Coral,47,57,26,34,22,30
38.76673364636139,22.762363778680715,20.63786446432584,47.51,26.82,25.67,low,Berry,Deep Berry,27,37,34,42,-9,-1
57.78637368467762,16.123813852600232,23.83884579365889,67.68,5.06,27.26,medium,Berry,True Berry,34,50,28,42,-10,4
36.99561891756823,6.762844867815843,28.421613478078125,23.0,40.46,36.54,medium,Red,True Red,30,46,41,55,13,27
54.529001393894106,21.52129369096571,20.890237115969548,62.21,35.51,2.28,low,Berry,True Berry,37,47,31,39,-7,1
57.92678431520276,10.31200085177412,12.851443939496534,62.19,21.64,16.17,low,Coral,True Coral,47,57,26,34,22,30
68.67624895085999,18.07555845912313,11.427273557202762,70.45,16.57,12.98,medium,Mauve,Dusty Rose,50,66,13,27,1,15
46.55858421514526,5.693454084521328,11.10894681667043,53.77,27.0,19.23,low,Berry,True Berry,37,47,31,39,-7,1
79.96345508848265,19.972904682524,13.173009534840295,18.69,4.97,76.34,high,Nude,Peachy Nude,58,82,4,24,10,30
35.05818735609429,13.114288483618957,22.71725214721703,20.73,10.74,68.53,low,Red,True Red,33,43,44,52,16,24
49.03044231216185,17.101425068754875,11.440017935776584,76.26,9.02,14.72,low,Red,Blue Red,40,50,41,49,6,14
84.50101341302663,18.50461675124075,22.65939200121185,49.42,38.73,11.85,high,Pink,Soft Pink,56,80,15,35,-5,15
34.77005212457796,6.888859215118568,18.002746775367314,29.81,21.41,48.78,medium,Coral,Deep Coral,32,48,25,39,21,35
71.9098020259005,19.529234302260097,13.06012249063472,31.63,38.22,30.15,high,Nude,Warm Nude,50,74,8,28,12,32
74.42396703705796,22.66699402044208,23.42616726823308,39.76,23.24,37.0,high,Nude,Taupe Nude,53,77,2,22,0,20
32.33991780504304,16.136025249167005,12.390657362312066,44.95,4.1,50.95,low,Coral,Deep Coral,35,45,28,36,24,32
47.3631252738257,15.509406147117865,18.441090540187403,69.7,17.11,13.19,low,Berry,True Berry,37,47,31,39,-7,1
34.02800634101411,16.181185698932044,23.67887528296569,37.73,33.58,28.69,low,Berry,Deep Berry,27,37,34,42,-9,-1
82.87484408318286,11.074700924501988,10.360253812519264,63.58,14.99,21.43,high,Pink,Soft Pink,56,80,15,35,-5,15
61.56852452088239,7.669599448318875,26.030726447112976,61.81,25.04,13.15,medium,Nude,Warm Nude,54,70,11,25,15,29
36.49150319398894,5.199575533168988,20.665894698284625,62.91,10.22,26.87,medium,Berry,Deep Berry,24,40,31,45,-12,2
33.73465348742047,22.13143977366672,17.3614065533696,34.23,52.69,13.08,low,Red,True Red,33,43,44,52,16,24
77.0438278793093,11.312546875267,16.17913445229159,54.78,33.13,12.09,high,Nude,Peachy Nude,58,82,4,24,10,30
64.65017506538558,18.38696701525592,11.429906551277256,49.39,24.12,26.49,medium,Mauve,Dusty Rose,50,66,13,27,1,15
37.5469870882731,18.49572604334821,26.319499143901226,50.5,13.2,36.3,low,Berry,Deep Berry,27,37,34,42,-9,-1
33.41902743812913,6.423772969204579,24.69287883131799,19.43,59.65,20.92,medium,Coral,Deep Coral,32,48,25,39,21,35
70.75263025479961,22.542551237970034,30.1312790750724,19.43,3.72,76.85,high,Pink,Soft Pink,56,80,15,35,-5,15
49.06117009715331,24.113029964595068,12.886377723156224,44.36,14.38,41.26,low,Coral,True Coral,47,57,26,34,22,30
63.16642985095645,16.013209184731284,21.625206775390744,29.65,2.43,67.92,medium,Mauve,Cool Mauve,47,63,15,29,-5,9
77.59555633417287,13.782996332674966,32.0338107096924,37.6,41.35,21.05,high,Nude,Peachy Nude,58,82,4,24,10,30
67.28512843306537,20.97428383309149,34.59472071580363,44.24,39.47,16.29,high,Nude,Warm Nude,50,74,8,28,12,32
31.057379184647168,21.742392556613044,24.42462650020984,45.2,27.57,27.23,medium,Berry,Deep Berry,24,40,31,45,-12,2
47.5860871373355,23.921512361376628,30.083412774475864,43.64,33.35,23.01,medium,Red,Blue Red,37,53,38,52,3,17
63.7057085827928,7.464949162651029,32.53831543835528,17.72,27.76,54.52,high,Mauve,Cool Mauve,43,67,12,32,-8,12
65.38504935785002,23.10597998021031,34.18510934511219,50.32,2.89,46.79,high,Mauve,Cool Mauve,43,67,12,32,-8,12
47.74463725325449,12.918744523918996,26.76373422226229,78.5,10.48,11.02,low,Berry,True Berry,37,47,31,39,-7,1
80.92566887540389,13.98699484079284,15.799893350547473,62.94,31.73,5.33,high,Nude,Peachy Nude,58,82,4,24,10,30
44.45429965633879,24.48789615332333,32.47474699604277,56.35,29.82,13.83,medium,Coral,Deep Coral,32,48,25,39,21,35
52.733015933524825,14.35362424969754,23.27796512845766,81.52,2.55,15.93,low,Berry,True Berry,37,47,31,39,-7,1
84.92002905569608,20.46283747837343,13.271496279825286,62.41,25.17,12.42,high,Nude,Peachy Nude,58,82,4,24,10,30
48.85264897567275,23.68866077506883,10.176615939579246,28.63,56.92,14.45,low,Berry,True Berry,37,47,31,39,-7,1
64.7858733707628,21.03074223765979,28.50375308528502,42.21,53.17,4.62,medium,Nude,Warm Nude,54,70,11,25,15,29
80.42231094807582,11.45957466727616,8.143753145418735,33.29,27.78,38.93,high,Nude,Taupe Nude,53,77,2,22,0,20
66.47948556336672,6.983561991744319,30.11471487426472,33.89,39.35,26.76,high,Nude,Warm Nude,50,74,8,28,12,32
73.47989911519582,6.53724150552327,20.87630287463519,55.69,16.52,27.79,high,Nude,Peachy Nude,58,82,4,24,10,30
82.67296128115763,6.8603481852535,33.285319945376095,38.89,29.08,32.03,high,Pink,Soft Pink,56,80,15,35,-5,15
30.67840933365807,20.90372389537407,28.38870590318772,38.94,15.31,45.75,medium,Coral,Deep Coral,32,48,25,39,21,35
47.5069149162492,6.409213553339166,22.23739418234462,56.91,18.73,24.36,low,Red,Blue Red,40,50,41,49,6,14
32.79777765599781,11.57329090739832,12.338397078008004,63.05,13.11,23.84,low,Coral,Deep Coral,35,45,28,36,24,32
39.5633620703282,19.073157187600472,11.47975249158753,9.97,18.4,71.63,low,Coral,Deep Coral,35,45,28,36,24,32
69.6719105973019,19.32646776125365,9.827045771300044,20.34,8.08,71.58,medium,Nude,Warm Nude,54,70,11,25,15,29
79.90276778317914,11.42991402495764,25.127819599535552,20.37,40.7,38.93,high,Nude,Peachy Nude,58,82,4,24,10,30
31.52207314299048,5.227072895348382,16.70355381431752,41.38,19.83,38.79,medium,Coral,Deep Coral,32,48,25,39,21,35
38.30056784624658,14.09528685105322,24.509517503092844,22.35,46.58,31.07,low,Berry,Deep Berry,27,37,34,42,-9,-1
61.46263312004337,22.902354814130728,17.436672046344107,21.4,15.27,63.33,medium,Nude,Warm Nude,54,70,11,25,15,29
81.6659186510169,8.766050498342128,32.50955357855482,40.43,14.09,45.48,high,Pink,Soft Pink,56,80,15,35,-5,15
58.71448209840749,6.356741182103438,27.02638059388946,49.6,27.16,23.24,medium,Coral,True Coral,44,60,23,37,19,33
67.03930155810569,9.113745243911104,28.432290653593142,58.25,15.18,26.57,high,Nude,Warm Nude,50,74,8,28,12,32
77.3727133874774,21.179554992274173,26.62194144127045,39.9,27.97,32.13,high,Nude,Taupe Nude,53,77,2,22,0,20
47.09584455567659,11.639430094716907,23.876012512599967,53.69,27.99,18.32,low,Berry,True Berry,37,47,31,39,-7,1
75.56460568888254,9.863599605284518,14.29151203871454,43.31,35.37,21.32,high,Pink,Soft Pink,56,80,15,35,-5,15
61.92330520305634,22.634346127907925,14.94886737684412,37.94,10.58,51.48,medium,Mauve,Dusty Rose,50,66,13,27,1,15
32.47926735214436,14.103439834673129,17.1792403224177,23.4,71.13,5.47,low,Berry,Deep Berry,27,37,34,42,-9,-1
83.44409190793606,15.35921055425158,17.324232710611973,52.08,12.36,35.56,high,Nude,Peachy Nude,58,82,4,24,10,30
32.34027960663655,8.38985493372185,26.48774165895474,67.67,28.36,3.97,medium,Coral,Deep Coral,32,48,25,39,21,35
81.58228041423757,16.011412690827285,29.954834121006588,40.14,16.48,43.38,high,Pink,Soft Pink,56,80,15,35,-5,15
59.65750351768297,22.763826993226083,32.85446889776898,46.5,21.29,32.21,medium,Mauve,Cool Mauve,47,63,15,29,-5,9
65.58246734740462,21.3557065971389,29.69729545692145,22.51,19.97,57.52,high,Nude,Warm Nude,50,74,8,28,12,32
74.75356206580938,23.91430216882049,28.83957295121297,44.56,21.85,33.59,high,Pink,Soft Pink,56,80,15,35,-5,15
45.29565806631546,6.620924318152959,34.17413270305276,11.18,59.37,29.45,medium,Coral,True Coral,44,60,23,37,19,33
68.01059879149764,10.908895549548404,13.436822117671309,33.43,14.81,51.76,medium,Nude,Warm Nude,54,70,11,25,15,29
63.027637285354295,15.913919376260516,33.587526780735544,36.81,53.37,9.82,high,Mauve,Cool Mauve,43,67,12,32,-8,12
74.05574852965985,18.282514785667008,20.16448655481105,31.19,18.4,50.41,high,Nude,Taupe Nude,53,77,2,22,0,20
40.36406607153699,13.83061002746754,11.025050358537412,32.43,41.85,25.72,low,Coral,Deep Coral,35,45,28,36,24,32
40.60842492503135,21.477927632493284,10.039231322698946,9.33,31.63,59.04,low,Red,True Red,33,43,44,52,16,24
80.82270943674334,10.428187608934287,29.26382531818704,19.26,64.86,15.88,high,Nude,Peachy Nude,58,82,4,24,10,30
45.14693297565729,17.75548283691183,26.23731322408349,25.48,32.38,42.14,low,Berry,True Berry,37,47,31,39,-7,1
62.0822941798381,17.846510518104548,26.74206548476544,63.47,27.04,9.49,medium,Nude,Warm Nude,54,70,11,25,15,29
62.60076569269911,23.521191196365308,26.262755960570164,59.17,25.3,15.53,medium,Mauve,Cool Mauve,47,63,15,29,-5,9
74.46789097585317,17.928147504561778,14.943113479945588,50.08,17.61,32.31,high,Pink,Soft Pink,56,80,15,35,-5,15
36.413115275378246,5.90608019544089,12.652636522444006,36.92,20.84,42.24,low,Coral,Deep Coral,35,45,28,36,24,32
33.3640396419084,16.667375301943192,19.11970468197625,69.5,7.82,22.68,low,Coral,Deep Coral,35,45,28,36,24,32
36.05279988660317,12.235366238451316,14.484093092594383,14.91,60.5,24.59,low,Red,True Red,33,43,44,52,16,24
84.66990135607352,15.094789507607034,21.90309637559704,57.37,35.15,7.48,high,Nude,Taupe Nude,53,77,2,22,0,20
71.36988601500336,6.321106156443202,10.52610398663306,45.64,4.65,49.71,high,Pink,Soft Pink,56,80,15,35,-5,15
60.23030732187668,24.13229242166916,9.718304550739344,69.68,23.39,6.93,low,Nude,Warm Nude,57,67,14,22,18,26
66.40323056072253,14.75708087852725,28.97118503778989,32.35,13.05,54.6,high,Nude,Warm Nude,50,74,8,28,12,32
71.1176569272796,14.41524784775206,10.369868681332896,38.3,40.89,20.81,high,Nude,Taupe Nude,53,77,2,22,0,20
44.16672874041456,21.866523355757664,34.27307354363205,41.9,43.39,14.71,medium,Berry,Deep Berry,24,40,31,45,-12,2
52.24152667257546,10.91648194993072,11.923820695353612,24.5,22.89,52.61,low,Berry,True Berry,37,47,31,39,-7,1
76.62320933319745,9.745087273142746,23.25011739793269,76.62,7.04,16.34,high,Nude,Taupe Nude,53,77,2,22,0,20
71.24349387637275,9.049611203304748,14.476601044410508,40.35,16.12,43.53,high,Nude,Warm Nude,50,74,8,28,12,32
48.36907234409973,20.726900288311043,22.994815875316043,62.43,18.03,19.54,low,Coral,True Coral,47,57,26,34,22,30
